date,NO_MUNICIPIO,DS_ATIVIDADE_PROFISSIONAL,POPULACAO_MENSAL,GROWTH_PCT,lag1,rolling3,time_index,PROFISSIONAIS_POR_1000
2025-04-01,QUELUZ,MEDICO UROLOGISTA,90740.0,0.0,0.0110204981265153,0.0110204981265153,21,0.0110204981265153
2025-06-01,QUELUZ,MEDICO UROLOGISTA,90740.0,0.0,0.0110204981265153,0.0110204981265153,22,0.0110204981265153
2025-07-01,QUELUZ,MEDICO UROLOGISTA,90740.0,0.0,0.0110204981265153,0.0110204981265153,23,0.0110204981265153
2025-04-01,REGISTRO,MEDICO ANATOMOPATOLOGISTA,61927.0,0.0,0.0161480452791189,0.0161480452791189,3,0.0161480452791189
2025-04-01,REGISTRO,MEDICO ANESTESIOLOGISTA,61927.0,0.0,0.3714050414197361,0.3714050414197361,33,0.3714050414197361
2025-06-01,REGISTRO,MEDICO ANESTESIOLOGISTA,61927.0,0.0,0.3714050414197361,0.3767877231794425,34,0.3875530866988551
2025-07-01,REGISTRO,MEDICO ANESTESIOLOGISTA,61927.0,0.0,0.3875530866988551,0.3767877231794425,35,0.3714050414197361
2025-04-01,REGISTRO,MEDICO ANGIOLOGISTA,61927.0,0.0,0.0161480452791189,0.0161480452791189,33,0.0161480452791189
2025-06-01,REGISTRO,MEDICO ANGIOLOGISTA,61927.0,0.0,0.0161480452791189,0.0161480452791189,34,0.0161480452791189
2025-07-01,REGISTRO,MEDICO ANGIOLOGISTA,61927.0,0.0,0.0161480452791189,0.0161480452791189,35,0.0161480452791189
2025-02-01,REGISTRO,MEDICO CANCEROLOGISTA CIRURGICO,61927.0,0.0,0.0161480452791189,0.01615091516146727,32,0.0161480452791189
2025-04-01,REGISTRO,MEDICO CANCEROLOGISTA CIRURGICO,61927.0,0.0,0.0161480452791189,0.0161480452791189,33,0.0161480452791189
2025-06-01,REGISTRO,MEDICO CANCEROLOGISTA CIRURGICO,61927.0,0.0,0.0161480452791189,0.0161480452791189,34,0.0161480452791189
2025-04-01,REGISTRO,MEDICO CARDIOLOGISTA,61927.0,0.0,0.1130363169538327,0.1130363169538327,33,0.1130363169538327
2025-06-01,REGISTRO,MEDICO CARDIOLOGISTA,61927.0,0.0,0.1130363169538327,0.1130363169538327,34,0.1130363169538327
2025-07-01,REGISTRO,MEDICO CARDIOLOGISTA,61927.0,0.0,0.1130363169538327,0.1130363169538327,35,0.1130363169538327
